熱點類別,熱點名稱,熱點分類,建置年度,行政區,行政里,地址,熱點緯度(Latitude),熱點經度(Longitude)
tainan熱點,臺南火車站旅服中心,觀光景點,100,東區,成大里,701臺南市東區成大里北門路二段4號,22.9971367,120.2129498
tainan熱點,億載金城,觀光景點,99,安平區,億載里,708臺南市安平區億載里光州路3號,22.987883,120.1592551
tainan熱點,關子嶺資訊站,觀光景點,100,白河區,關嶺里,732臺南市白河區關嶺里28-3號,23.337242,120.503993
tainan熱點,關子嶺警光山莊,觀光景點,103,白河區,關嶺里,732臺南市白河區關嶺里關仔嶺16號,23.340007,120.504419
tainan熱點,水萍塭公園,觀光景點,104,南區,廣洲里,702臺南市南區廣州里永華路與夏林路口,22.98665,120.193063
tainan熱點,巴克禮紀念公園,觀光景點,104,東區,崇明里,701臺南市東區崇明里中華東路三段357巷,22.971305,120.222451
tainan熱點,新化地政事務所,行政機關,105,新化區,北勢里,712台南市新化區中正路1160號,23.0553122,120.2993944
tainan熱點,鹽埕圖書館,文教藝文,105,南區,白雪里,702台南市南區新和東路51號,22.9673719,120.1858644
itaiwan熱點,臺南醫院-門診大樓1樓大廳,,,,,700臺南市中西區中山路125號,22.995379,120.208846
itaiwan熱點,臺灣高等法院臺南分院檢察署為民服務中心,,,,,700臺南市中西區中山路170號,22.995985,120.210676
itaiwan熱點,兆豐國際商銀府城分行,,,,,700臺南市中西區中山路90號,22.994131,120.207641
itaiwan熱點,國立台灣文學館1樓大廳,,,,,700臺南市中西區中正路1號,22.992029,120.204628
itaiwan熱點,臺灣銀行安平分行,,,,,700臺南市中西區中正路240號,22.993301,120.196931
itaiwan熱點,臺灣土地銀行臺南分行,,,,,700臺南市中西區中正路28號,22.992237,120.203136
itaiwan熱點,行政院勞動部勞工保險局臺南市辦事處洽公櫃台,,,,,700臺南市中西區中正路351號,22.993387,120.193809
itaiwan熱點,台南中正路郵局,,,,,700臺南市中西區中正路42號,22.992036,120.202241
itaiwan熱點,彰化商業銀行台南分行,,,,,700臺南市中西區中正路88號1樓,22.992757,120.200539
itaiwan熱點,國立臺南生活美學館演藝集會展覽館1樓,,,,,700臺南市中西區中華西路2段34號,22.99185,120.187519
itaiwan熱點,國立臺南生活美學館行政活動館1樓,,,,,700臺南市中西區中華西路2段34號,22.99185,120.187519
itaiwan熱點,國立臺南生活美學館行政活動館3樓,,,,,700臺南市中西區中華西路2段34號,22.99185,120.187519
itaiwan熱點,台南水交社郵局,,,,,700臺南市中西區健康路一段260號,22.981438,120.204491
itaiwan熱點,交通部中央氣象局臺灣南區氣象中心1樓大廳,,,,,700臺南市中西區公園路21號,22.993533,120.205147
itaiwan熱點,中央健康保險署-南區業務組1樓聯合服務中心,,,,,700臺南市中西區公園路96號1樓,22.9967411,120.206699
itaiwan熱點,標準檢驗局台南分局商檢業務民眾洽公區,,,,,700臺南市中西區北門路一段179號,22.9964431,120.211818
itaiwan熱點,標準檢驗局臺南分局3樓第1會議室,,,,,700臺南市中西區北門路一段179號,22.9964431,120.211818
itaiwan熱點,台南南門路郵局,,,,,700臺南市中西區南門路93號,22.988785,120.204744
itaiwan熱點,台南友愛街郵局,,,,,700臺南市中西區友愛街318號,22.992843,120.19379
itaiwan熱點,第一商業銀行(竹溪分行),,,,,700臺南市中西區大同路1段98號,22.9861169,120.2109177
itaiwan熱點,臺灣銀行臺南分行,,,,,700臺南市中西區府前路一段155號,22.9887891,120.206999
itaiwan熱點,行政執行署臺南分署一樓為民服務中心,,,,,700臺南市中西區府前路一段三0五號,22.989079,120.205412
itaiwan熱點,內政部移民署臺南市第一服務站,,,,,700臺南市中西區府前路二段370號,22.992565,120.188397
itaiwan熱點,台電公司台南區處服務中心營業廳,,,,,700臺南市中西區忠義路1段109號,22.988066,120.20173
itaiwan熱點,兆豐國際商銀台南分行,,,,,700臺南市中西區忠義路2段14號,22.99119,120.202746
itaiwan熱點,臺灣銀行南都分行,,,,,700臺南市中西區忠義路二段180號,22.996639,120.204334
itaiwan熱點,第一商業銀行(台南分行),,,,,700臺南市中西區忠義路2段82號,22.9939538,120.2033508
itaiwan熱點,第一商業銀行(赤崁分行),,,,,700臺南市中西區成功路217號,23.1286116,120.3131501
itaiwan熱點,台南永樂郵局,,,,,700臺南市中西區民族路三段282號,23.000404,120.192513
itaiwan熱點,彰化商業銀行西台南分行,,,,,700臺南市中西區民族路三段94號,22.998657,120.197527
itaiwan熱點,上海商銀東台南分行,,,,,700臺南市中西區民族路二段66號,22.994569,120.210039
itaiwan熱點,觀光局旅遊服務中心台南服務處,,,,,700臺南市中西區民權路1段243號10樓,22.9927577,120.2072088
itaiwan熱點,彰化商業銀行延平分行,,,,,700臺南市中西區民權路二段151號,22.994828,120.203129
itaiwan熱點,華南商業銀行台南分行,,,,,700臺南市中西區永福路二段154號,22.994715,120.201734
itaiwan熱點,智慧財產局台南服務處,,,,,700臺南市中西區永華路1段32號5樓,22.987668,120.196453
itaiwan熱點,台南興華街郵局,,,,,700臺南市中西區興華街37號,22.992606,120.211287
itaiwan熱點,台南普濟郵局,,,,,700臺南市中西區西門路二段366號,22.998288,120.200488
itaiwan熱點,彰化商業銀行東台南分行,,,,,701臺南市東區北門路一段95之1號,22.991395,120.211374
itaiwan熱點,臺鐵局臺南站大廳候車室,,,,,701臺南市東區北門路二段4號,22.9971281,120.212648
itaiwan熱點,臺鐵局臺南站後站大廳,,,,,701臺南市東區北門路二段4號,22.9971281,120.212648
itaiwan熱點,臺鐵局臺南站第2月台5車位置,,,,,701臺南市東區北門路二段4號,22.9971281,120.212648
itaiwan熱點,胸腔病院-門診部大廳,,,,,701臺南市東區大同路一段69號,22.987201,120.211416
itaiwan熱點,國立成功大學國際會議廳,,,,,701臺南市東區大學路1號,22.997578,120.215578
itaiwan熱點,國立成功大學圖書館,,,,,701臺南市東區大學路1號,22.999918,120.219988
itaiwan熱點,國立成功大學迎賓苑(成功校區),,,,,701臺南市東區大學路1號,23.000106,120.218979
itaiwan熱點,成功大學郵局,,,,,701臺南市東區大學路1號,22.996718,120.216715
itaiwan熱點,台南虎尾寮郵局,,,,,701臺南市東區富農街一段167號,22.982761,120.234816
itaiwan熱點,台南德高厝郵局,,,,,701臺南市東區崇德路678號,22.967455,120.227381
itaiwan熱點,公路總局嘉義區監理所臺南監理站,,,,,701臺南市東區崇德路一號,22.981226,120.217655
itaiwan熱點,國軍退除役官兵輔導委員會臺南榮譽國民之家行政大樓一樓大廳,,,,,701臺南市東區崇明路190號,22.979002,120.217866
itaiwan熱點,台南東城郵局,,,,,701臺南市東區府連路433、435號,22.986242,120.217036
itaiwan熱點,台南小東郵局,,,,,701臺南市東區東和路45、47、49號,22.998594,120.229443
itaiwan熱點,台南東寧路郵局,,,,,701臺南市東區東寧路323號,22.990292,120.227522
itaiwan熱點,行政院農業委員會農糧署南區分署,,,,,701臺南市東區東門路一段320號,22.987197,120.216844
itaiwan熱點,臺灣土地銀行東臺南分行,,,,,701臺南市東區東門路三段261號,22.9763881,120.236236
itaiwan熱點,台南東門郵局,,,,,701臺南市東區東門路二段216號,22.984862,120.223887
itaiwan熱點,第一商業銀行(富強分行),,,,,701臺南市東區東門路3段31號,22.980849,120.230751
itaiwan熱點,行政院農業委員會水土保持局臺南分局,,,,,701臺南市東區林森路一段316號,22.983243,120.219607
itaiwan熱點,臺南市東南地政事務所1F服務處,,,,,701臺南市東區林森路一段318號,22.983306,120.220191
itaiwan熱點,華南商業銀行東台南分行,,,,,701臺南市東區林森路二段90號,22.98745,120.22352
itaiwan熱點,台糖公司福利社,,,,,701臺南市東區生產路54號,22.964721,120.222919
itaiwan熱點,國軍退除役官兵輔導委員會臺南市榮民服務處就業大樓一樓大廳,,,,,701臺南市東區育樂街87號,22.9956782,120.2155911
itaiwan熱點,國軍退除役官兵輔導委員會臺南市榮民服務處服務大樓一樓大廳,,,,,701臺南市東區育樂街87號,22.9956782,120.2155911
itaiwan熱點,勞動部勞動力發展署雲嘉南分屬臺南就業服務站洽公櫃台,,,,,701臺南市東區衛民街19號,22.992545,120.212461
itaiwan熱點,高速公路局南區工程處服務台,,,,,701臺南市東區裕農路991號,22.992171,120.24727
itaiwan熱點,兆豐國際商銀東台南分行,,,,,701臺南市東區長榮路1段225號,22.985642,120.21811
itaiwan熱點,華南商業銀行南都分行,,,,,701臺南市東區長榮路一段203號,23.110049,120.19043
itaiwan熱點,安平工業區服務中心,,,,,702臺南市南區中華西路一段67號,22.9736591,120.183342
itaiwan熱點,台南金華郵局,,,,,702臺南市南區健康路二段182號,22.981725,120.192711
itaiwan熱點,臺南市政府消防局第七大隊部,,,,,702臺南市南區南門路273號1樓,22.978667,120.203811
itaiwan熱點,第一商業銀行金城分行,,,,,702臺南市南區夏林路105號,22.982116,120.195202
itaiwan熱點,臺南航空站,,,,,702臺南市南區大同路二段1002號,22.948349,120.215596
itaiwan熱點,臺南航空站外候機室,,,,,702臺南市南區大同路二段1002號,22.948349,120.215596
itaiwan熱點,台南大同路郵局,,,,,702臺南市南區大同路二段410號,22.974438,120.214183
itaiwan熱點,台南新義郵局,,,,,702臺南市南區安平工業區新義路1號,22.96983,120.183141
itaiwan熱點,安平港營運處安平港旅客服務中心,,,,,702臺南市南區新港路23巷16號,22.9703558,120.1744496
itaiwan熱點,安平港營運處辦公大樓,,,,,702臺南市南區新港路25號1F,22.9703558,120.1744496
itaiwan熱點,台南灣裡郵局,,,,,702臺南市南區灣裡路82號,22.931399,120.180743
itaiwan熱點,彰化商業銀行南台南分行,,,,,702臺南市南區西門路一段655號1樓,22.986152,120.197412
itaiwan熱點,台南西門路郵局,,,,,702臺南市南區西門路一段681號,22.986763,120.197433
itaiwan熱點,台南鹽埕郵局,,,,,702臺南市南區金華路一段292號,22.968413,120.190461
itaiwan熱點,華南商業銀行金華分行,,,,,702臺南市南區金華路二段172號,22.979809,120.191588
itaiwan熱點,上海商銀台南分行,,,,,702臺南市南區金華路二段305號,22.984794,120.191573
itaiwan熱點,華南商業銀行西台南分行,,,,,703臺南市中西區康樂街156號,22.995671,120.195537
itaiwan熱點,臺灣土地銀行北臺南分行(1樓),,,,,704臺南市北區公園路128之7號1樓,22.998773,120.20854
itaiwan熱點,臺灣土地銀行北臺南分行(2樓),,,,,704臺南市北區公園路128之7號2樓,22.998773,120.20854
itaiwan熱點,台南西華郵局,,,,,704臺南市北區公園路176-1號,22.999636,120.20808
itaiwan熱點,國立成功大學附設醫院門診大樓1F大廳,,,,,704臺南市北區勝利路138號,23.001834,120.220728
itaiwan熱點,財政部南區國稅局會議室,,,,,704臺南市北區富北街7號10樓,22.998694,120.211201
itaiwan熱點,財政部南區國稅局藝文展覽區,,,,,704臺南市北區富北街7號10樓,22.998694,120.211201
itaiwan熱點,財政部南區國稅局臺南分局,,,,,704臺南市北區富北街7號1樓,22.9981321,120.2115132
itaiwan熱點,財政部國有財產署南區分署臺南辦事處,,,,,704臺南市北區富北街9號6樓,22.998753,120.211295
itaiwan熱點,中油公司台南直銷中心,,,,,704臺南市北區成功路16號,22.997662,120.2094968
itaiwan熱點,華南商業銀行北台南分行,,,,,704臺南市北區成功路294號,22.999918,120.201631
itaiwan熱點,台南成功路郵局-1,,,,,704臺南市北區成功路6、8號,22.997599,120.210353
itaiwan熱點,台南成功路郵局-2,,,,,704臺南市北區成功路6、8號,22.997599,120.210353
itaiwan熱點,台南文元郵局,,,,,704臺南市北區文成路765號,23.01224,120.19529
itaiwan熱點,臺南市政府消防局第六大隊部,,,,,704臺南市北區文賢路678號1樓,23.010362,120.194028
itaiwan熱點,台南南小北郵局,,,,,704臺南市北區西門路三段214號,23.003423,120.204285
itaiwan熱點,彰化商業銀行北台南分行,,,,,704臺南市北區西門路四段367號,23.016197,120.210365
itaiwan熱點,台南北小北郵局,,,,,704臺南市北區西門路四段482號,23.01653,120.211191
itaiwan熱點,台南大光郵局,,,,,704臺南市北區長榮路五段266號,23.012987,120.218083
itaiwan熱點,台南開元路郵局,,,,,704臺南市北區開元路162號,23.007036,120.219796
itaiwan熱點,自來水公司台南服務所,,,,,704臺南市北區開元路67號,23.006177,120.216737
itaiwan熱點,彰化商業銀行安南分行,,,,,708臺南市安南區安和路4段330號1樓,23.057799,120.218721
itaiwan熱點,臺灣土地銀行安平分行,,,,,708臺南市安平區中華西路二段23號1樓、21號2樓,22.9870227,120.1865205
itaiwan熱點,台灣台南地方法院公共區,,,,,708臺南市安平區健康路3段308號,22.984304,120.172167
itaiwan熱點,台灣台南地方法院服務處,,,,,708臺南市安平區健康路3段308號,22.984304,120.172167
itaiwan熱點,台南地方法院郵局,,,,,708臺南市安平區健康路三段308號,22.9842931,120.172193
itaiwan熱點,臺灣臺南地方法院檢察署為民服務中心,,,,,708臺南市安平區健康路三段310號,22.984494,120.170445
itaiwan熱點,台南安平郵局,,,,,708臺南市安平區安北路149-1號,23.002724,120.161512
itaiwan熱點,臺南安平漁港安檢所,,,,,708臺南市安平區安港路1號,22.989291,120.149338
itaiwan熱點,臺南市臺南地政事務所1F,,,,,708臺南市安平區建平路321號,22.991148,120.182576
itaiwan熱點,台南新南郵局,,,,,708臺南市安平區永華三街6號,22.990812,120.181545
itaiwan熱點,臺南市政府消防局永華局本部,,,,,708臺南市安平區永華路二段898號1樓,22.99195,120.166496
itaiwan熱點,台南育平郵局,,,,,708臺南市安平區育平路333號,22.992972,120.167455
itaiwan熱點,臺南市安南地政事務所,,,,,709臺南市安南區仁安路1號,23.049764,120.175412
itaiwan熱點,台江國家公園管理處,,,,,709臺南市安南區四草大道118號,23.0022299,120.1364033
itaiwan熱點,台南海佃郵局,,,,,709臺南市安南區國安街8號,23.022892,120.191442
itaiwan熱點,財政部南區國稅局安南稽徵所,,,,,709臺南市安南區安中路2段300號6樓,23.047074,120.185092
itaiwan熱點,台南安南郵局,,,,,709臺南市安南區安中路三段106號,23.047924,120.18132
itaiwan熱點,台南土城郵局,,,,,709臺南市安南區安中路六段712號,23.064985,120.128418
